model,K,topN,w_rel,w_div,w_novel,w_tail,cold_boost,hist_ref,val_Recall,val_NDCG,val_Coverage,val_LongTailShare,val_Novelty,seconds_val
MMGCN-Rerank,10,200,0.8,0.0,0.03,0.16999999999999996,2.0,50,0.07301324503311259,0.034919967464025176,0.39530491095520776,0.07091059602649007,9.578493443629537,38.29751133918762
MMGCN-Rerank,10,200,0.8,0.0,0.05,0.14999999999999997,2.0,50,0.07218543046357616,0.034951083269002994,0.39611440906637885,0.06324503311258278,9.57672457511209,37.021745681762695
MMGCN-Rerank,10,200,0.8,0.0,0.08,0.11999999999999995,2.0,50,0.0728476821192053,0.03539548175592503,0.3939557474365893,0.05228476821192053,9.576927414500746,38.149827003479004
MMGCN-Rerank,10,200,0.8,0.03,0.0,0.16999999999999996,2.0,50,0.07251655629139073,0.034865374825772046,0.38613059902860225,0.06225165562913907,9.53418787468705,41.426783323287964
MMGCN-Rerank,10,200,0.8,0.03,0.03,0.13999999999999996,2.0,50,0.0728476821192053,0.035060495272400405,0.3858607663248786,0.05140728476821192,9.532278978370448,39.55956554412842
MMGCN-Rerank,10,200,0.8,0.03,0.05,0.11999999999999995,2.0,50,0.073841059602649,0.03562194333855722,0.382892606583918,0.04463576158940397,9.533988659020514,40.10370993614197
MMGCN-Rerank,10,200,0.8,0.03,0.08,0.08999999999999996,2.0,50,0.07317880794701986,0.03563649150632669,0.3826227738801943,0.03571192052980132,9.540106925106821,40.73738217353821
MMGCN-Rerank,10,200,0.8,0.05,0.0,0.14999999999999997,2.0,50,0.07201986754966887,0.03487715676004429,0.3818132757690232,0.04943708609271523,9.50422652116779,37.88837242126465
MMGCN-Rerank,10,200,0.8,0.05,0.03,0.11999999999999997,2.0,50,0.07268211920529802,0.035203465296238495,0.37776578521316784,0.040248344370860924,9.506871653211546,37.31261706352234
MMGCN-Rerank,10,200,0.8,0.05,0.05,0.09999999999999996,2.0,50,0.07268211920529802,0.035294578497538906,0.375876956287102,0.034900662251655626,9.512669066657587,37.728081464767456
MMGCN-Rerank,10,200,0.8,0.05,0.08,0.06999999999999997,2.0,50,0.07251655629139073,0.035459505393768014,0.37075013491635184,0.028129139072847684,9.52366581875907,37.29532074928284
MMGCN-Rerank,10,200,0.8,0.08,0.0,0.11999999999999995,2.0,50,0.07086092715231788,0.0345229758209722,0.36886130599028605,0.03554635761589404,9.473244728325707,36.92047142982483
MMGCN-Rerank,10,200,0.8,0.08,0.03,0.08999999999999996,2.0,50,0.07185430463576159,0.03511713325139238,0.3667026443604965,0.02867549668874172,9.482583699609464,42.11789608001709
