model,K,topN,normalize,div_mode,anchor_L,rel_mode,w_rel,w_novelty,w_longtail,w_div,Recall@10,NDCG@10,Coverage@10,LongTailShare@10,Novelty@10,AvgPopularity@10,seconds
NGCF-Rerank,10,200,minmax,max,0,raw,0.95,0.0,0.0,0.05,0.0706953642384106,0.03565887432000146,0.46438208310847273,0.03528145695364238,9.714789668708448,1449.42059602649,5.57549524307251
MMGCN-Rerank,10,200,minmax,max,0,raw,0.7,0.0,0.30000000000000004,0.0,0.06341059602649006,0.03262542730832651,0.38235294117647056,0.02294701986754967,9.570315795355285,1548.5920198675497,0.3858010768890381
MMGCN-Rerank,10,200,minmax,max,0,raw,0.7,0.03,0.27,0.0,0.06324503311258278,0.03258325995646393,0.382892606583918,0.023211920529801325,9.586010257960945,1534.6506291390729,0.3826885223388672
MMGCN-Rerank,10,200,minmax,max,0,raw,0.7,0.05,0.25,0.0,0.06324503311258278,0.03256182885919376,0.3842417701025364,0.023543046357615893,9.59657091279693,1525.3774006622516,0.3957819938659668
MMGCN-Rerank,10,200,minmax,max,0,raw,0.7,0.08,0.22000000000000008,0.0,0.06258278145695365,0.032370363919929236,0.38613059902860225,0.023758278145695363,9.611545475397678,1512.0540066225165,0.386554479598999
MMGCN-Rerank,10,200,minmax,max,0,raw,0.7,0.0,0.27,0.03,0.06374172185430464,0.032668791434322005,0.3704803022126282,0.019503311258278144,9.544736408729428,1564.7720033112582,5.530915260314941
MMGCN-Rerank,10,200,minmax,max,0,raw,0.7,0.03,0.24,0.03,0.06374172185430464,0.03283917485034911,0.3737182946573125,0.020149006622516556,9.562039414367929,1549.9928311258277,5.606367111206055
MMGCN-Rerank,10,200,minmax,max,0,raw,0.7,0.05,0.21999999999999997,0.03,0.06390728476821192,0.03280424663290645,0.37560712358337833,0.02033112582781457,9.573212870398894,1540.1512417218544,4.673520088195801
MMGCN-Rerank,10,200,minmax,max,0,raw,0.7,0.08,0.19000000000000006,0.03,0.06291390728476821,0.03248755222062147,0.3783054506206152,0.020927152317880796,9.588889620209372,1526.635165562914,3.894404888153076
MMGCN-Rerank,10,200,minmax,max,0,raw,0.7,0.0,0.25,0.05,0.06456953642384106,0.03286677706848289,0.36400431732325955,0.01751655629139073,9.530296798920789,1574.4396523178807,4.31573224067688
MMGCN-Rerank,10,200,minmax,max,0,raw,0.7,0.03,0.21999999999999997,0.05,0.06423841059602649,0.032909726343754706,0.36778197517539124,0.018327814569536423,9.547786127589397,1559.478261589404,5.215801239013672
MMGCN-Rerank,10,200,minmax,max,0,raw,0.7,0.05,0.19999999999999996,0.05,0.06407284768211921,0.032861949542280264,0.3704803022126282,0.01880794701986755,9.558976756610617,1549.7985430463575,6.001839637756348
MMGCN-Rerank,10,200,minmax,max,0,raw,0.7,0.08,0.17000000000000004,0.05,0.06374172185430464,0.03274333283265324,0.3750674581759309,0.019486754966887416,9.576053007549008,1535.3325165562915,6.13502836227417
MMGCN-Rerank,10,200,minmax,max,0,raw,0.7,0.0,0.22000000000000008,0.08,0.06440397350993378,0.03281344434602408,0.35644900161899623,0.015678807947019868,9.511952215441015,1587.1407947019868,6.133553743362427
MMGCN-Rerank,10,200,minmax,max,0,raw,0.7,0.03,0.19000000000000006,0.08,0.06456953642384106,0.03297994893322195,0.36157582298974633,0.016125827814569536,9.527965695273798,1573.1393874172186,6.3287529945373535
MMGCN-Rerank,10,200,minmax,max,0,raw,0.7,0.05,0.17000000000000004,0.08,0.06407284768211921,0.03286495249064274,0.36427415002698327,0.01685430463576159,9.539927041783239,1563.2210927152319,6.1649980545043945
MMGCN-Rerank,10,200,minmax,max,0,raw,0.7,0.08,0.14000000000000012,0.08,0.06407284768211921,0.03285029728486851,0.36805180787911496,0.017599337748344372,9.556717963123953,1548.8152649006622,5.017862558364868
MMGCN-Rerank,10,200,minmax,max,0,raw,0.8,0.0,0.19999999999999996,0.0,0.06357615894039735,0.03250729463556936,0.3472746896923907,0.014089403973509934,9.490580360857857,1602.8046026490067,0.38315510749816895
MMGCN-Rerank,10,200,minmax,max,0,raw,0.8,0.03,0.16999999999999993,0.0,0.06341059602649006,0.032530325297067834,0.35213167835941717,0.014635761589403974,9.504085826273785,1591.0454470198677,0.3826892375946045
MMGCN-Rerank,10,200,minmax,max,0,raw,0.8,0.05,0.1499999999999999,0.0,0.06291390728476821,0.03235635558247786,0.35429033998920667,0.015033112582781456,9.513399634866525,1583.1551158940397,0.3799417018890381
MMGCN-Rerank,10,200,minmax,max,0,raw,0.8,0.08,0.12,0.0,0.06324503311258278,0.03249535203939113,0.3594171613599568,0.015711920529801325,9.528491062202201,1570.2618543046358,0.38552331924438477
MMGCN-Rerank,10,200,minmax,max,0,raw,0.8,0.0,0.16999999999999993,0.03,0.0652317880794702,0.03310836820049101,0.34430652995143013,0.013311258278145695,9.478615126783485,1612.1163245033113,5.447465181350708
MMGCN-Rerank,10,200,minmax,max,0,raw,0.8,0.03,0.1399999999999999,0.03,0.06423841059602649,0.03271763843331365,0.3472746896923907,0.013675496688741722,9.492141468998613,1600.0928973509933,6.045712232589722
MMGCN-Rerank,10,200,minmax,max,0,raw,0.8,0.05,0.11999999999999988,0.03,0.06390728476821192,0.03260469163614053,0.34916351861845657,0.013990066225165562,9.500966317748391,1592.5949668874173,5.550316333770752
MMGCN-Rerank,10,200,minmax,max,0,raw,0.8,0.08,0.08999999999999997,0.03,0.06374172185430464,0.03271362221416868,0.35429033998920667,0.014586092715231789,9.514615803933301,1580.8444370860927,5.14867901802063
MMGCN-Rerank,10,200,minmax,max,0,raw,0.8,0.0,0.1499999999999999,0.05,0.06572847682119205,0.03327720433105816,0.3416082029141932,0.012798013245033112,9.47161524066862,1617.6924172185431,5.967410326004028
MMGCN-Rerank,10,200,minmax,max,0,raw,0.8,0.03,0.11999999999999988,0.05,0.06539735099337748,0.03302794159089237,0.3448461953588775,0.013211920529801325,9.484487154262744,1606.2038741721854,6.216448068618774
MMGCN-Rerank,10,200,minmax,max,0,raw,0.8,0.05,0.09999999999999987,0.05,0.06490066225165562,0.032906246509967776,0.3475445223961144,0.013509933774834438,9.49321872859601,1598.6445860927151,5.845422983169556
MMGCN-Rerank,10,200,minmax,max,0,raw,0.8,0.08,0.06999999999999995,0.05,0.06456953642384106,0.03279704539401459,0.3507825148407987,0.01390728476821192,9.506639569010956,1586.8733443708609,6.157355546951294
MMGCN-Rerank,10,200,minmax,max,0,raw,0.8,0.0,0.12,0.08,0.06572847682119205,0.03314793864272022,0.33729087965461413,0.01216887417218543,9.460415126519488,1626.4837086092716,6.14249062538147
MMGCN-Rerank,10,200,minmax,max,0,raw,0.8,0.03,0.08999999999999997,0.08,0.06572847682119205,0.033171976761790664,0.3418780356179169,0.012698675496688742,9.474008946813495,1614.6874337748345,6.252457618713379
MMGCN-Rerank,10,200,minmax,max,0,raw,0.8,0.05,0.06999999999999995,0.08,0.06556291390728476,0.033077973515333065,0.34295736643281166,0.012947019867549668,9.48247835198775,1607.1365066225167,5.551376819610596
MMGCN-Rerank,10,200,minmax,max,0,raw,0.8,0.08,0.040000000000000036,0.08,0.06506622516556292,0.03304563324352206,0.3478143550998381,0.013327814569536424,9.49549564389993,1595.712201986755,5.991461992263794
MMGCN-Rerank,10,200,minmax,max,0,raw,0.85,0.0,0.15000000000000002,0.0,0.0652317880794702,0.03310393717144052,0.3416082029141932,0.012599337748344371,9.468932426307376,1619.6001490066226,0.3794405460357666
MMGCN-Rerank,10,200,minmax,max,0,raw,0.85,0.03,0.12,0.0,0.06390728476821192,0.03263184653438813,0.34430652995143013,0.01316225165562914,9.481548955898411,1608.712119205298,0.37615489959716797
MMGCN-Rerank,10,200,minmax,max,0,raw,0.85,0.05,0.09999999999999998,0.0,0.06390728476821192,0.03267857197260222,0.347004856988667,0.013344370860927152,9.489478780844353,1601.5960596026491,0.3792595863342285
MMGCN-Rerank,10,200,minmax,max,0,raw,0.85,0.08,0.07000000000000006,0.0,0.06374172185430464,0.032592882040124206,0.34943335132218023,0.013841059602649006,9.502009163692298,1590.774784768212,0.3856945037841797
MMGCN-Rerank,10,200,minmax,max,0,raw,0.85,0.0,0.12,0.03,0.0652317880794702,0.032929274909911516,0.33675121424716675,0.012003311258278146,9.458254279885072,1628.1007781456954,5.439004898071289
MMGCN-Rerank,10,200,minmax,max,0,raw,0.85,0.03,0.08999999999999997,0.03,0.06556291390728476,0.03320509961030808,0.3410685375067458,0.0125,9.47119328847784,1616.900844370861,5.391096591949463
MMGCN-Rerank,10,200,minmax,max,0,raw,0.85,0.05,0.06999999999999995,0.03,0.0652317880794702,0.03308095466898245,0.34268753372908795,0.012698675496688742,9.478884344906207,1610.131523178808,5.587535381317139
MMGCN-Rerank,10,200,minmax,max,0,raw,0.85,0.08,0.040000000000000036,0.03,0.06456953642384106,0.032804041164357714,0.34592552617377226,0.013178807947019868,9.491602236561429,1599.111986754967,5.8948447704315186
MMGCN-Rerank,10,200,minmax,max,0,raw,0.85,0.0,0.09999999999999998,0.05,0.0652317880794702,0.0328875305728913,0.33351322180248244,0.01162251655629139,9.451491109140662,1633.4137913907284,5.500965118408203
MMGCN-Rerank,10,200,minmax,max,0,raw,0.85,0.03,0.06999999999999995,0.05,0.06556291390728476,0.03317040323832489,0.3378305450620615,0.012119205298013245,9.464096452463542,1622.5691225165563,6.06501579284668
MMGCN-Rerank,10,200,minmax,max,0,raw,0.85,0.05,0.04999999999999993,0.05,0.06539735099337748,0.03298431402480626,0.34052887209929844,0.0123841059602649,9.472028366982542,1615.6637086092715,5.360268831253052
MMGCN-Rerank,10,200,minmax,max,0,raw,0.85,0.08,0.020000000000000018,0.05,0.06506622516556292,0.03299807097153431,0.34349703184025904,0.012880794701986754,9.484895274244398,1604.5351490066225,5.1079185009002686
MMGCN-Rerank,10,200,minmax,max,0,raw,0.85,0.0,0.07000000000000006,0.08,0.06556291390728476,0.03308068517245009,0.3294657312466271,0.011026490066225166,9.441306647149142,1641.5277483443708,5.829548120498657
MMGCN-Rerank,10,200,minmax,max,0,raw,0.85,0.03,0.040000000000000036,0.08,0.06539735099337748,0.033086650745698616,0.3327037236913114,0.01152317880794702,9.45394338975679,1630.6495695364238,5.855722427368164
MMGCN-Rerank,10,200,minmax,max,0,raw,0.85,0.05,0.020000000000000018,0.08,0.06506622516556292,0.033009514542205874,0.33594171613599566,0.01183774834437086,9.462473745867117,1623.1933774834438,5.644245147705078
MMGCN-Rerank,10,200,minmax,max,0,raw,0.9,0.0,0.09999999999999998,0.0,0.0652317880794702,0.032889579718492955,0.3327037236913114,0.01152317880794702,9.450589662782404,1634.150844370861,0.3834397792816162
MMGCN-Rerank,10,200,minmax,max,0,raw,0.9,0.03,0.06999999999999995,0.0,0.06506622516556292,0.03297628329773093,0.33756071235833784,0.011986754966887418,9.462210803805597,1624.0788245033114,0.37505245208740234
MMGCN-Rerank,10,200,minmax,max,0,raw,0.9,0.05,0.04999999999999993,0.0,0.06506622516556292,0.0329367690053706,0.33971937398812735,0.01228476821192053,9.470600744335856,1616.714155629139,0.3802824020385742
MMGCN-Rerank,10,200,minmax,max,0,raw,0.9,0.08,0.020000000000000018,0.0,0.06423841059602649,0.03279031922740204,0.34295736643281166,0.01271523178807947,9.482109861942316,1606.6770529801324,0.38008999824523926
MMGCN-Rerank,10,200,minmax,max,0,raw,0.9,0.0,0.06999999999999995,0.03,0.06506622516556292,0.03282199304810748,0.3291958985429034,0.011009933774834437,9.440925611691759,1641.7627649006622,5.503648281097412
MMGCN-Rerank,10,200,minmax,max,0,raw,0.9,0.03,0.039999999999999925,0.03,0.0652317880794702,0.0329685099250301,0.3340528872099298,0.011490066225165563,9.453021975353064,1631.4250993377484,4.046531915664673
MMGCN-Rerank,10,200,minmax,max,0,raw,0.9,0.05,0.019999999999999907,0.03,0.06506622516556292,0.03300336303909914,0.335671883432272,0.011754966887417218,9.46028645125446,1625.0719536423842,3.905974864959717
MMGCN-Rerank,10,200,minmax,max,0,raw,0.9,0.0,0.04999999999999993,0.05,0.06506622516556292,0.032797777398328065,0.32784673502428496,0.010794701986754966,9.435198419804605,1646.4715562913907,4.074688673019409
MMGCN-Rerank,10,200,minmax,max,0,raw,0.9,0.03,0.019999999999999907,0.05,0.06490066225165562,0.032801897921895425,0.33081489476524556,0.011225165562913907,9.446680372598156,1636.4920529801325,4.018712282180786
MMGCN-Rerank,10,200,minmax,max,0,raw,0.9,0.05,0.0,0.05,0.0652317880794702,0.03300003262217883,0.33351322180248244,0.011539735099337749,9.454902257319318,1629.4675,4.388960599899292
MMGCN-Rerank,10,200,minmax,max,0,raw,0.9,0.0,0.020000000000000018,0.08,0.06506622516556292,0.03271418970873994,0.3259579060982191,0.01054635761589404,9.427462838359226,1653.1637913907284,3.8528735637664795
MMGCN-Rerank,10,200,minmax,max,0,raw,0.95,0.0,0.050000000000000044,0.0,0.0652317880794702,0.03282019392855453,0.32784673502428496,0.010844370860927151,9.435876283440368,1646.1717052980132,0.41363096237182617
MMGCN-Rerank,10,200,minmax,max,0,raw,0.95,0.03,0.020000000000000018,0.0,0.06506622516556292,0.032883653121344704,0.33081489476524556,0.01119205298013245,9.446162866772406,1636.9073509933776,0.41773223876953125
MMGCN-Rerank,10,200,minmax,max,0,raw,0.95,0.05,0.0,0.0,0.06490066225165562,0.03293292155132669,0.33297355639503506,0.011374172185430463,9.453327127229299,1630.6794205298013,0.4089040756225586
MMGCN-Rerank,10,200,minmax,max,0,raw,0.95,0.0,0.020000000000000018,0.03,0.06572847682119205,0.032944132207931576,0.3248785752833243,0.010496688741721855,9.427629053545314,1652.9217880794702,3.975243330001831
MMGCN-Rerank,10,200,minmax,max,0,raw,0.95,0.0,0.0,0.05,0.06539735099337748,0.032836314768344525,0.3240690771721533,0.01031456953642384,9.42260865483063,1657.1605132450331,4.013155460357666
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.7,0.0,0.30000000000000004,0.0,0.009602649006622516,0.004627463487214326,0.09498111171073934,0.5447350993377483,14.37276383614698,422.8395033112583,0.4052164554595947
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.7,0.03,0.27,0.0,0.008278145695364239,0.004227781818532607,0.0960604425256341,0.5738245033112582,14.497459302769592,380.0149503311258,0.4856877326965332
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.7,0.05,0.25,0.0,0.008112582781456953,0.004150197618838017,0.09579060982191041,0.5917880794701986,14.575508390530846,353.6964072847682,0.3952903747558594
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.7,0.08,0.22000000000000008,0.0,0.007119205298013245,0.0038543098024056517,0.09471127900701565,0.6168046357615894,14.678209950639712,319.2960099337748,0.3996236324310303
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.7,0.0,0.27,0.03,0.009437086092715232,0.004607465671829087,0.09794927145169995,0.5227649006622517,14.120283239014102,448.16271523178807,1.858846664428711
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.7,0.03,0.24,0.03,0.008774834437086093,0.004373512966416258,0.09740960604425257,0.5503311258278145,14.237262460538094,406.3580629139073,1.845264196395874
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.7,0.05,0.21999999999999997,0.03,0.008443708609271523,0.004248452987005559,0.09848893685914732,0.5690066225165563,14.320411667255376,378.25864238410594,1.8304593563079834
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.7,0.08,0.19000000000000006,0.03,0.007781456953642384,0.004051076362285388,0.09713977334052887,0.5960596026490066,14.428288121049768,340.6071688741722,1.9525432586669922
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.7,0.0,0.25,0.05,0.01009933774834437,0.004823696697142177,0.0992984349703184,0.5068211920529802,13.938660324251416,466.9822516556291,2.0571751594543457
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.7,0.03,0.21999999999999997,0.05,0.009437086092715232,0.004583068562142285,0.09956826767404209,0.5345198675496688,14.057160572358315,424.8932450331126,2.05505633354187
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.7,0.05,0.19999999999999996,0.05,0.009271523178807948,0.004509977631570079,0.09983810037776579,0.5536423841059602,14.145384568015471,394.89061258278144,2.0834925174713135
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.7,0.08,0.17000000000000004,0.05,0.008443708609271523,0.004253042499598059,0.09983810037776579,0.5817880794701987,14.261127995434187,355.76240066225165,1.9866621494293213
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.7,0.0,0.22000000000000008,0.08,0.010596026490066225,0.004997975092174066,0.10145709660010793,0.48200331125827817,13.660756590018998,497.5270033112583,1.8407845497131348
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.7,0.03,0.19000000000000006,0.08,0.009437086092715232,0.004615364481095145,0.10118726389638424,0.510364238410596,13.786357192030016,452.5683774834437,1.8332455158233643
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.7,0.05,0.17000000000000004,0.08,0.009105960264900662,0.004486657460216783,0.10118726389638424,0.5293377483443709,13.867929553922439,423.39996688741724,1.9540684223175049
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.7,0.08,0.14000000000000012,0.08,0.008609271523178808,0.004341788801291557,0.10307609282245007,0.5570364238410596,13.98146684885025,381.64937086092715,1.8333089351654053
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.8,0.0,0.19999999999999996,0.0,0.011258278145695364,0.0052582027046512774,0.10361575822989746,0.43493377483443707,13.226797927010137,535.5855960264901,0.3909010887145996
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.8,0.03,0.16999999999999993,0.0,0.011258278145695364,0.00521515256784946,0.10496492174851592,0.4614072847682119,13.339089915973462,496.74635761589406,0.3908839225769043
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.8,0.05,0.1499999999999999,0.0,0.010596026490066225,0.004996062730628709,0.10496492174851592,0.48144039735099337,13.424483796255478,466.1855629139073,0.3974320888519287
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.8,0.08,0.12,0.0,0.009602649006622516,0.004664987377541521,0.10631408526713437,0.5099006622516556,13.541783392618823,423.7382450331126,0.40407776832580566
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.8,0.0,0.16999999999999993,0.03,0.01142384105960265,0.0053328218528308855,0.10550458715596331,0.41503311258278147,12.992284733743857,558.3050993377483,1.8407466411590576
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.8,0.03,0.1399999999999999,0.03,0.01142384105960265,0.005280757993686597,0.10550458715596331,0.4397516556291391,13.092880498857687,522.4748178807947,1.807307243347168
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.8,0.05,0.11999999999999988,0.03,0.01076158940397351,0.005068459389181999,0.10739341608202914,0.45925496688741724,13.177182209333836,492.1679966887417,1.838698148727417
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.8,0.08,0.08999999999999997,0.03,0.010264900662251655,0.004890523029888446,0.10820291419320022,0.4880629139072848,13.298321009771714,448.3791059602649,1.9241065979003906
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.8,0.0,0.1499999999999999,0.05,0.012086092715231788,0.005565987091437248,0.10604425256341068,0.40122516556291393,12.831630989242074,574.6499006622516,1.839026689529419
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.8,0.03,0.11999999999999988,0.05,0.01142384105960265,0.005319416342274454,0.10739341608202914,0.4258609271523179,12.932648985749049,537.5812748344371,1.8623778820037842
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.8,0.05,0.09999999999999987,0.05,0.010927152317880795,0.005121398280083867,0.10982191041554236,0.4448013245033113,13.014031396938476,507.33385761589403,1.7841153144836426
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.8,0.08,0.06999999999999995,0.05,0.01076158940397351,0.005055513059190204,0.1117107393416082,0.4717880794701987,13.126529410753818,465.5491556291391,1.820406198501587
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.8,0.0,0.12,0.08,0.012913907284768211,0.005854172375343049,0.11009174311926606,0.378841059602649,12.581909395022109,600.3268377483444,1.799473524093628
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.8,0.03,0.08999999999999997,0.08,0.012417218543046357,0.005635751788447171,0.1117107393416082,0.4036754966887417,12.688193834396387,561.9528973509933,1.7761869430541992
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.8,0.05,0.06999999999999995,0.08,0.01142384105960265,0.005305273652798105,0.11090124123043713,0.4224834437086093,12.766910114446222,532.3974172185431,1.796226978302002
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.8,0.08,0.040000000000000036,0.08,0.01076158940397351,0.005092245881968713,0.11359956826767405,0.4502483443708609,12.885838165298992,488.5676821192053,1.783667802810669
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.85,0.0,0.15000000000000002,0.0,0.011754966887417218,0.005471518785152935,0.10712358337830545,0.3902152317880795,12.755528666041545,581.2426986754967,0.3898124694824219
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.85,0.03,0.12,0.0,0.01142384105960265,0.005319984815027078,0.10739341608202914,0.4147019867549669,12.850970223755237,547.1060264900663,0.3809487819671631
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.85,0.05,0.09999999999999998,0.0,0.01109271523178808,0.005192970104754951,0.10820291419320022,0.43312913907284767,12.930992986998021,516.9754304635761,0.38399457931518555
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.85,0.08,0.07000000000000006,0.0,0.010264900662251655,0.004912904256967035,0.11009174311926606,0.46135761589403973,13.048083919736722,473.9762748344371,0.387129545211792
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.85,0.0,0.12,0.03,0.012582781456953643,0.005757777183977154,0.1084727468969239,0.37119205298013247,12.53105324130974,602.370215231788,1.8266336917877197
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.85,0.03,0.08999999999999997,0.03,0.011920529801324504,0.0054861574430307035,0.11009174311926606,0.393841059602649,12.61860634664826,570.078178807947,1.8127710819244385
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.85,0.05,0.06999999999999995,0.03,0.011754966887417218,0.005403499465169471,0.11036157582298975,0.41193708609271523,12.695521661287902,541.5801324503311,1.778968334197998
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.85,0.08,0.040000000000000036,0.03,0.01109271523178808,0.0051779323218414325,0.11198057204533189,0.4408609271523179,12.817158471022221,497.810678807947,1.8345921039581299
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.85,0.0,0.09999999999999998,0.05,0.013079470198675497,0.0059467581043730474,0.11036157582298975,0.35832781456953644,12.379361607302103,617.4487086092715,1.8771698474884033
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.85,0.03,0.06999999999999995,0.05,0.012417218543046357,0.005690322892288762,0.1117107393416082,0.38125827814569535,12.477655319472811,583.356523178808,1.8200764656066895
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.85,0.05,0.04999999999999993,0.05,0.011589403973509934,0.0053949077258769905,0.11198057204533189,0.39925496688741724,12.554339305138745,555.4332119205299,1.8027987480163574
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.85,0.08,0.020000000000000018,0.05,0.011589403973509934,0.005339544181938054,0.11413923367512142,0.42779801324503314,12.677195994048718,511.2506953642384,1.8086040019989014
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.85,0.0,0.07000000000000006,0.08,0.013079470198675497,0.006008764497273357,0.11467889908256881,0.3405960264900662,12.175061262743363,637.7253311258278,1.807724952697754
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.85,0.03,0.040000000000000036,0.08,0.012748344370860927,0.005837447252309163,0.11602806260118727,0.363476821192053,12.27305708037307,602.7342715231788,1.8226780891418457
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.85,0.05,0.020000000000000018,0.08,0.012086092715231788,0.005598345746577733,0.11656772800863464,0.38043046357615895,12.348601596655435,575.9904966887417,1.8205857276916504
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.9,0.0,0.09999999999999998,0.0,0.012913907284768211,0.005878609915262885,0.11225040474905558,0.35266556291390727,12.343858202230061,619.8417880794702,0.3875298500061035
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.9,0.03,0.06999999999999995,0.0,0.012086092715231788,0.005581703811722781,0.1117107393416082,0.3747019867549669,12.435673120653393,588.8299172185431,0.389878511428833
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.9,0.05,0.04999999999999993,0.0,0.011754966887417218,0.005449679773386063,0.11198057204533189,0.3921026490066225,12.510855811463287,561.4050827814569,0.3841273784637451
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.9,0.08,0.020000000000000018,0.0,0.01142384105960265,0.005307045384132774,0.11198057204533189,0.4197682119205298,12.631848428991457,518.7128642384106,0.39110374450683594
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.9,0.0,0.06999999999999995,0.03,0.012913907284768211,0.0059536259747594075,0.11359956826767405,0.335794701986755,12.149271538273387,638.0213741721855,1.846877098083496
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.9,0.03,0.039999999999999925,0.03,0.012748344370860927,0.00580995485223704,0.11386940097139774,0.35730132450331126,12.241217813839187,608.158178807947,1.92704176902771
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.9,0.05,0.019999999999999907,0.03,0.012251655629139073,0.005620643086144534,0.11359956826767405,0.3747019867549669,12.315797910121892,581.6748509933775,2.0293595790863037
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.9,0.0,0.04999999999999993,0.05,0.013079470198675497,0.006046953366772415,0.11521856449001619,0.32567880794701987,12.028956448258153,649.4664238410596,1.9375133514404297
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.9,0.03,0.019999999999999907,0.05,0.012748344370860927,0.005870596672611382,0.11521856449001619,0.34658940397350996,12.120303897620825,619.1452317880795,1.8607163429260254
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.9,0.05,0.0,0.05,0.012251655629139073,0.0056563321582053395,0.11548839719373988,0.3635099337748344,12.195251846629263,593.9949503311258,1.9634368419647217
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.9,0.0,0.020000000000000018,0.08,0.013576158940397352,0.00622977270280462,0.11629789530491096,0.31142384105960264,11.868561330299503,665.7161258278146,1.7712833881378174
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.95,0.0,0.050000000000000044,0.0,0.013079470198675497,0.006037712378729954,0.11602806260118727,0.3223841059602649,12.009370842153663,650.9354966887418,0.3902554512023926
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.95,0.03,0.020000000000000018,0.0,0.012582781456953643,0.005824357730970005,0.11575822989746357,0.3422185430463576,12.099982756447318,623.4795033112583,0.38919997215270996
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.95,0.05,0.0,0.0,0.012251655629139073,0.00566252754723033,0.11548839719373988,0.35918874172185433,12.175113426344284,597.4056953642385,0.390300989151001
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.95,0.0,0.020000000000000018,0.03,0.013410596026490066,0.006173490537003486,0.11845655693470049,0.31001655629139074,11.865234439025652,663.4185264900663,1.8505539894104004
HybridNCF-Rerank,10,200,minmax,max,3,rank,0.95,0.0,0.0,0.05,0.013576158940397352,0.0062646540133976004,0.12061521856449002,0.3023675496688742,11.78096675822277,672.5745860927152,1.8159301280975342
SVDPP-Rerank,10,200,minmax,max,1,raw,0.7,0.0,0.30000000000000004,0.0,0.007781456953642384,0.003854793309644241,0.6208850512682137,0.8137417218543046,14.994375955805873,261.0349337748344,0.3975718021392822
SVDPP-Rerank,10,200,minmax,max,1,raw,0.7,0.03,0.27,0.0,0.0074503311258278145,0.0037419949961872336,0.6179168915272532,0.8226986754966887,15.007430655940478,248.6431953642384,0.4132251739501953
